Advice,Company,Target,Analyst,Date,Ticker
Buy,Info Edge (India) Ltd.,1930.0,ICICI Securities Limited,01 Feb 2019,
Buy,Ratnamani Metals & T..,1000.0,ICICI Securities Limited,01 Feb 2019,RATNAMANI
Hold,Investment & Precisi..,315.0,ICICI Securities Limited,01 Feb 2019,
Hold,Power Grid Corporati..,200.0,ICICI Securities Limited,01 Feb 2019,
Buy,Blue Dart Express Ltd.,3650.0,ICICI Securities Limited,01 Feb 2019,
Buy,Hero MotoCorp Ltd.,3000.0,ICICI Securities Limited,01 Feb 2019,HEROMOTOCO
Buy,Siyaram Silk Mills L..,410.0,ICICI Securities Limited,01 Feb 2019,SIYSIL
Buy,Ashoka Buildcon Ltd.,150.0,ICICI Securities Limited,01 Feb 2019,
Sell,eClerx Services Ltd.,910.0,ICICI Securities Limited,01 Feb 2019,
Hold,Solar Industries Ind..,1045.0,ICICI Securities Limited,01 Feb 2019,SOLARINDS
Sell,Vedanta Ltd.,145.0,ICICI Securities Limited,01 Feb 2019,
Buy,Dabur India Ltd.,500.0,ICICI Securities Limited,01 Feb 2019,DABUR
Sell,Castrol India Ltd.,140.0,ICICI Securities Limited,01 Feb 2019,
Buy,The Ramco Cements Ltd.,750.0,ICICI Securities Limited,31 Jan 2019,RAMCOCEM
Buy,Apcotex Industries L..,540.0,ICICI Securities Limited,31 Jan 2019,
Buy,Himadri Speciality C..,130.0,ICICI Securities Limited,31 Jan 2019,HSCL
Buy,Torrent Pharmaceutic..,2175.0,ICICI Securities Limited,31 Jan 2019,TORNTPHARM
Hold,TeamLease Services L..,2845.0,ICICI Securities Limited,31 Jan 2019,TEAMLEASE
Hold,NTPC Ltd.,147.0,ICICI Securities Limited,31 Jan 2019,
Buy,Mahanagar Gas Ltd.,1010.0,ICICI Securities Limited,31 Jan 2019,MGL
Hold,Bajaj Auto Ltd.,2380.0,ICICI Securities Limited,31 Jan 2019,BAJAJ-AUTO
Buy,Axis Bank Ltd.,790.0,ICICI Securities Limited,31 Jan 2019,AXISBANK
Buy,Gujarat Pipavav Port..,100.0,ICICI Securities Limited,31 Jan 2019,
Buy,Bank of Baroda,140.0,ICICI Securities Limited,31 Jan 2019,
Hold,Shoppers Stop Ltd.,545.0,ICICI Securities Limited,31 Jan 2019,SHOPERSTOP
Hold,Indoco Remedies Ltd.,195.0,ICICI Securities Limited,31 Jan 2019,INDOCO
Buy,Bharat Electronics L..,110.0,ICICI Securities Limited,31 Jan 2019,BEL
Buy,EIH Ltd.,230.0,ICICI Securities Limited,31 Jan 2019,EIHOTEL
Buy,Kansai Nerolac Paint..,480.0,ICICI Securities Limited,30 Jan 2019,
Hold,HCL Technologies Ltd.,1090.0,ICICI Securities Limited,30 Jan 2019,
Hold,Mahindra Lifespace D..,430.0,ICICI Securities Limited,30 Jan 2019,MAHLIFE
Hold,KEC International Ltd.,265.0,ICICI Securities Limited,30 Jan 2019,
Buy,Bajaj Finserv Ltd.,6950.0,ICICI Securities Limited,30 Jan 2019,BAJAJFINSV
Buy,Bajaj Finance Ltd.,2900.0,ICICI Securities Limited,30 Jan 2019,BAJFINANCE
Hold,ZF Commercial Vehicl..,6800.0,ICICI Securities Limited,30 Jan 2019,ZFCVINDIA
Buy,Housing Development ..,2050.0,ICICI Securities Limited,30 Jan 2019,
Buy,Indian Bank,,ICICI Securities Limited,29 Jan 2019,
Hold,Escorts Kubota Ltd.,700.0,ICICI Securities Limited,29 Jan 2019,ESCORTS
Hold,Persistent Systems L..,630.0,ICICI Securities Limited,29 Jan 2019,PERSISTENT
Hold,TTK Prestige Ltd.,8100.0,ICICI Securities Limited,29 Jan 2019,
Buy,Wonderla Holidays Ltd.,330.0,ICICI Securities Limited,29 Jan 2019,
Buy,City Union Bank Ltd.,225.0,ICICI Securities Limited,29 Jan 2019,CUB
Buy,Music Broadcast Ltd.,340.0,ICICI Securities Limited,29 Jan 2019,
Buy,UltraTech Cement Ltd.,4150.0,ICICI Securities Limited,28 Jan 2019,ULTRACEMCO
Hold,Maruti Suzuki India ..,6000.0,ICICI Securities Limited,28 Jan 2019,MARUTI
Buy,Larsen & Toubro Ltd.,1655.0,ICICI Securities Limited,28 Jan 2019,
Buy,Zee Entertainment En..,500.0,ICICI Securities Limited,28 Jan 2019,
Buy,PVR INOX Ltd.,1750.0,ICICI Securities Limited,28 Jan 2019,
Hold,Swaraj Engines Ltd.,1450.0,ICICI Securities Limited,28 Jan 2019,
Hold,Supreme Industries L..,1075.0,ICICI Securities Limited,28 Jan 2019,
Hold,Allcargo Gati Ltd.,75.0,ICICI Securities Limited,28 Jan 2019,
Buy,Sunteck Realty Ltd.,370.0,ICICI Securities Limited,28 Jan 2019,SUNTECK
Buy,Sterlite Technologie..,350.0,ICICI Securities Limited,25 Jan 2019,STLTECH
Hold,Indus Towers Ltd.,275.0,ICICI Securities Limited,25 Jan 2019,INDUSTOWER
Hold,EPL Ltd.,120.0,ICICI Securities Limited,25 Jan 2019,EPL
Buy,Jyothy Labs Ltd.,240.0,ICICI Securities Limited,25 Jan 2019,
Hold,Kewal Kiran Clothing..,1160.0,ICICI Securities Limited,25 Jan 2019,KKCL
Buy,VST Industries Ltd.,4000.0,ICICI Securities Limited,25 Jan 2019,
Buy,DB Corp Ltd.,215.0,ICICI Securities Limited,25 Jan 2019,DBCORP
Buy,United Spirits Ltd.,700.0,ICICI Securities Limited,25 Jan 2019,
Buy,Biocon Ltd.,740.0,ICICI Securities Limited,25 Jan 2019,
Hold,Colgate-Palmolive (I..,1350.0,ICICI Securities Limited,25 Jan 2019,COLPAL
Buy,Pidilite Industries ..,1250.0,ICICI Securities Limited,25 Jan 2019,PIDILITIND
Buy,YES Bank Ltd.,300.0,ICICI Securities Limited,25 Jan 2019,
Buy,Syngene Internationa..,675.0,ICICI Securities Limited,24 Jan 2019,
Buy,ITC Ltd.,340.0,ICICI Securities Limited,24 Jan 2019,ITC
Buy,Oberoi Realty Ltd.,510.0,ICICI Securities Limited,24 Jan 2019,OBEROIRLTY
Buy,Havells India Ltd.,800.0,ICICI Securities Limited,23 Jan 2019,HAVELLS
Hold,Alembic Pharmaceutic..,620.0,ICICI Securities Limited,23 Jan 2019,APLLTD
Hold,Shree Cements Ltd.,16900.0,ICICI Securities Limited,23 Jan 2019,
Buy,Asian Paints Ltd.,1600.0,ICICI Securities Limited,23 Jan 2019,
Buy,SBI Life Insurance C..,745.0,ICICI Securities Limited,22 Jan 2019,
Hold,Kotak Mahindra Bank ..,1400.0,ICICI Securities Limited,22 Jan 2019,
Hold,Hindustan Zinc Ltd.,260.0,ICICI Securities Limited,22 Jan 2019,HINDZINC
Buy,Kajaria Ceramics Ltd.,620.0,ICICI Securities Limited,21 Jan 2019,KAJARIACER
Hold,Rallis India Ltd.,180.0,ICICI Securities Limited,21 Jan 2019,
Buy,HDFC Bank Ltd.,2400.0,ICICI Securities Limited,21 Jan 2019,
Buy,Wipro Ltd.,375.0,ICICI Securities Limited,21 Jan 2019,
Buy,Coforge Ltd.,1415.0,ICICI Securities Limited,21 Jan 2019,COFORGE
Buy,Federal Bank Ltd.,110.0,ICICI Securities Limited,18 Jan 2019,FEDERALBNK
Buy,Brigade Enterprises ..,280.0,ICICI Securities Limited,18 Jan 2019,
Hold,Hindustan Unilever L..,1900.0,ICICI Securities Limited,18 Jan 2019,HINDUNILVR
Buy,Cyient Ltd.,675.0,ICICI Securities Limited,18 Jan 2019,
Buy,PCBL Ltd.,250.0,ICICI Securities Limited,17 Jan 2019,PCBL
Buy,DCB Bank Ltd.,210.0,ICICI Securities Limited,17 Jan 2019,
Hold,MindTree Ltd.,930.0,ICICI Securities Limited,17 Jan 2019,MINDTREE
Hold,Zee Entertainment En..,500.0,ICICI Securities Limited,16 Jan 2019,
Hold,Gujarat Gas Ltd.,150.0,ICICI Securities Limited,15 Jan 2019,
Buy,Infosys Ltd.,780.0,ICICI Securities Limited,14 Jan 2019,INFY
Buy,Jammu & Kashmir Bank..,52.0,ICICI Securities Limited,14 Jan 2019,J&KBANK
Buy,Bandhan Bank Ltd.,575.0,ICICI Securities Limited,11 Jan 2019,BANDHANBNK
Hold,Tata Consultancy Ser..,1750.0,ICICI Securities Limited,11 Jan 2019,TCS
Buy,IndusInd Bank Ltd.,1860.0,ICICI Securities Limited,10 Jan 2019,INDUSINDBK
Hold,Indus Towers Ltd.,285.0,ICICI Securities Limited,09 Jan 2019,
Buy,Titan Company Ltd.,1065.0,ICICI Securities Limited,07 Jan 2019,TITAN
Buy,Bank of Baroda,140.0,ICICI Securities Limited,03 Jan 2019,BANKBARODA
Buy,Gandhi Special Tubes..,450.0,ICICI Securities Limited,28 Dec 2018,GANDHITUBE
Buy,Emmbi Industries Ltd.,160.0,ICICI Securities Limited,27 Dec 2018,EMMBI
Buy,Somany Ceramics Ltd.,410.0,ICICI Securities Limited,27 Dec 2018,SOMANYCERA
Buy,Aditya Birla Fashion..,250.0,ICICI Securities Limited,26 Dec 2018,ABFRL
Buy,Astral Ltd.,1250.0,ICICI Securities Limited,26 Dec 2018,
Buy,Jyothy Labs Ltd.,240.0,ICICI Securities Limited,26 Dec 2018,JYOTHYLAB
Buy,Kotak Mahindra Bank ..,1400.0,ICICI Securities Limited,17 Dec 2018,KOTAKBANK
Hold,NTPC Ltd.,160.0,ICICI Securities Limited,17 Dec 2018,
Buy,Power Grid Corporati..,215.0,ICICI Securities Limited,17 Dec 2018,
Hold,Persistent Systems L..,605.0,ICICI Securities Limited,13 Dec 2018,
Hold,Greenply Industries ..,140.0,ICICI Securities Limited,10 Dec 2018,
Hold,GlaxoSmithKline Cons..,8145.0,ICICI Securities Limited,04 Dec 2018,
Hold,Hindustan Unilever L..,1855.0,ICICI Securities Limited,04 Dec 2018,
Hold,Sun Pharmaceutical I..,460.0,ICICI Securities Limited,04 Dec 2018,
Buy,Phoenix Mills Ltd.,775.0,ICICI Securities Limited,04 Dec 2018,
Hold,Shankara Building Pr..,650.0,ICICI Securities Limited,03 Dec 2018,SHANKARA
Hold,Reliance Capital Ltd.,233.0,ICICI Securities Limited,28 Nov 2018,
Buy,HEG Ltd.,5750.0,ICICI Securities Limited,27 Nov 2018,
Buy,Somany Ceramics Ltd.,375.0,ICICI Securities Limited,26 Nov 2018,
Buy,Shaily Engineering P..,1120.0,ICICI Securities Limited,22 Nov 2018,
Buy,Himadri Speciality C..,160.0,ICICI Securities Limited,22 Nov 2018,HSCL
Buy,Shree Pushkar Chemic..,225.0,ICICI Securities Limited,21 Nov 2018,SHREEPUSHK
Buy,Shaily Engineering P..,1120.0,ICICI Securities Limited,21 Nov 2018,SHAILY
Hold,Simplex Infrastructu..,230.0,ICICI Securities Limited,21 Nov 2018,SIMPLEXINF
Buy,Cox & Kings Ltd.,220.0,ICICI Securities Limited,19 Nov 2018,COX&KINGS
Buy,Sunteck Realty Ltd.,440.0,ICICI Securities Limited,19 Nov 2018,SUNTECK
Hold,Time Technoplast Ltd.,125.0,ICICI Securities Limited,19 Nov 2018,
Buy,PNC Infratech Ltd.,190.0,ICICI Securities Limited,19 Nov 2018,PNCINFRA
Buy,JK Lakshmi Cement Ltd.,315.0,ICICI Securities Limited,19 Nov 2018,JKLAKSHMI
Buy,Siyaram Silk Mills L..,460.0,ICICI Securities Limited,19 Nov 2018,SIYSIL
Hold,Engineers India Ltd.,110.0,ICICI Securities Limited,16 Nov 2018,ENGINERSIN
Buy,Apollo Hospitals Ent..,1440.0,ICICI Securities Limited,16 Nov 2018,APOLLOHOSP
Buy,Thermax Ltd.,1315.0,ICICI Securities Limited,16 Nov 2018,THERMAX
Buy,CESC Ltd.,765.0,ICICI Securities Limited,16 Nov 2018,CESC
Hold,Indoco Remedies Ltd.,165.0,ICICI Securities Limited,16 Nov 2018,INDOCO
Buy,NBCC (India) Ltd.,80.0,ICICI Securities Limited,16 Nov 2018,NBCC
Buy,Indian Hotels Compan..,160.0,ICICI Securities Limited,16 Nov 2018,INDHOTEL
Buy,United Breweries Ltd.,1490.0,ICICI Securities Limited,16 Nov 2018,UBL
Buy,Sadbhav Engineering ..,280.0,ICICI Securities Limited,16 Nov 2018,SADBHAV
Buy,Rupa & Company Ltd.,370.0,ICICI Securities Limited,16 Nov 2018,RUPA
Buy,Mahanagar Gas Ltd.,955.0,ICICI Securities Limited,15 Nov 2018,
Hold,Star Cement Ltd.,110.0,ICICI Securities Limited,15 Nov 2018,
Hold,Astral Ltd.,1125.0,ICICI Securities Limited,15 Nov 2018,
Buy,Vardhman Textiles Ltd.,1220.0,ICICI Securities Limited,15 Nov 2018,
Hold,Sobha Ltd.,490.0,ICICI Securities Limited,15 Nov 2018,SOBHA
Sell,VST Tillers Tractors..,1425.0,ICICI Securities Limited,15 Nov 2018,
Hold,Shankara Building Pr..,1000.0,ICICI Securities Limited,15 Nov 2018,
Hold,NMDC Ltd.,115.0,ICICI Securities Limited,15 Nov 2018,
Hold,Coal India Ltd.,285.0,ICICI Securities Limited,15 Nov 2018,COALINDIA
Hold,Samvardhana Motherso..,165.0,ICICI Securities Limited,15 Nov 2018,
Buy,Ipca Laboratories Ltd.,845.0,ICICI Securities Limited,15 Nov 2018,
Buy,Prabhat Dairy Ltd.,140.0,ICICI Securities Limited,15 Nov 2018,PRABHAT
Hold,Va Tech Wabag Ltd.,300.0,ICICI Securities Limited,15 Nov 2018,WABAG
Hold,Page Industries Ltd.,27200.0,ICICI Securities Limited,15 Nov 2018,PAGEIND
Hold,Mangalam Cement Ltd.,240.0,ICICI Securities Limited,15 Nov 2018,MANGLMCEM
Buy,Mangalore Refinery A..,95.0,ICICI Securities Limited,15 Nov 2018,
Buy,Sun Pharmaceutical I..,630.0,ICICI Securities Limited,14 Nov 2018,SUNPHARMA
Hold,Ashok Leyland Ltd.,115.0,ICICI Securities Limited,14 Nov 2018,
Hold,Shree Cements Ltd.,16900.0,ICICI Securities Limited,14 Nov 2018,SHREECEM
Hold,Glenmark Pharmaceuti..,660.0,ICICI Securities Limited,14 Nov 2018,GLENMARK
Buy,Tata Steel Ltd.,700.0,ICICI Securities Limited,14 Nov 2018,TATASTEEL
Buy,Apollo Tyres Ltd.,260.0,ICICI Securities Limited,14 Nov 2018,APOLLOTYRE
Buy,NCC Ltd.,120.0,ICICI Securities Limited,14 Nov 2018,NCC
Buy,Zee Entertainment En..,500.0,ICICI Securities Limited,14 Nov 2018,ZEEL
Buy,Aurobindo Pharma Ltd.,915.0,ICICI Securities Limited,13 Nov 2018,
Buy,Eicher Motors Ltd.,25500.0,ICICI Securities Limited,13 Nov 2018,
Hold,Dredging Corporation..,350.0,ICICI Securities Limited,13 Nov 2018,DREDGECORP
Hold,Gulf Oil Lubricants ..,810.0,ICICI Securities Limited,13 Nov 2018,GULFOILLUB
Hold,Greenply Industries ..,140.0,ICICI Securities Limited,13 Nov 2018,GREENPLY
Hold,Amara Raja Energy & ..,835.0,ICICI Securities Limited,12 Nov 2018,ARE&M
Buy,India Cements Ltd.,120.0,ICICI Securities Limited,12 Nov 2018,INDIACEM
Hold,Oil And Natural Gas ..,170.0,ICICI Securities Limited,12 Nov 2018,ONGC
Buy,Titan Company Ltd.,1000.0,ICICI Securities Limited,12 Nov 2018,TITAN
Hold,Voltas Ltd.,560.0,ICICI Securities Limited,12 Nov 2018,VOLTAS
Hold,Butterfly Gandhimath..,285.0,ICICI Securities Limited,09 Nov 2018,BUTTERFLY
Hold,Balkrishna Industrie..,1025.0,ICICI Securities Limited,09 Nov 2018,BALKRISIND
Hold,Gujarat State Petron..,200.0,ICICI Securities Limited,09 Nov 2018,
Hold,Indraprastha Gas Ltd.,295.0,ICICI Securities Limited,09 Nov 2018,
Hold,Century Plyboards (I..,195.0,ICICI Securities Limited,09 Nov 2018,CENTURYPLY
Buy,HEG Ltd.,5750.0,ICICI Securities Limited,09 Nov 2018,HEG
Buy,Graphite India Ltd.,1400.0,ICICI Securities Limited,09 Nov 2018,
Buy,GAIL (India) Ltd.,450.0,ICICI Securities Limited,09 Nov 2018,
Buy,Elgi Equipments Ltd.,350.0,ICICI Securities Limited,06 Nov 2018,
Hold,Bosch Ltd.,20500.0,ICICI Securities Limited,06 Nov 2018,BOSCHLTD
Hold,ZF Commercial Vehicl..,7200.0,ICICI Securities Limited,06 Nov 2018,
Hold,Cipla Ltd.,510.0,ICICI Securities Limited,06 Nov 2018,CIPLA
Buy,Ratnamani Metals & T..,1075.0,ICICI Securities Limited,06 Nov 2018,RATNAMANI
Buy,Power Grid Corporati..,215.0,ICICI Securities Limited,06 Nov 2018,
Buy,TCI Express Ltd.,780.0,ICICI Securities Limited,06 Nov 2018,TCIEXP
Buy,Ashoka Buildcon Ltd.,150.0,ICICI Securities Limited,06 Nov 2018,ASHOKA
Buy,TV Today Network Ltd.,450.0,ICICI Securities Limited,06 Nov 2018,
Buy,Bata India Ltd.,1160.0,ICICI Securities Limited,06 Nov 2018,BATAINDIA
Buy,Aurum Proptech Ltd.,670.0,ICICI Securities Limited,06 Nov 2018,AURUM
Buy,State Bank of India,340.0,ICICI Securities Limited,06 Nov 2018,
Buy,Exide Industries Ltd.,285.0,ICICI Securities Limited,06 Nov 2018,EXIDEIND
Buy,Natco Pharma Ltd.,860.0,ICICI Securities Limited,06 Nov 2018,
Hold,JK Cement Ltd.,759.0,ICICI Securities Limited,06 Nov 2018,JKCEMENT
Hold,Entertainment Networ..,690.0,ICICI Securities Limited,06 Nov 2018,ENIL
Buy,Timken India Ltd.,640.0,ICICI Securities Limited,06 Nov 2018,TIMKEN
Buy,Gujarat Gas Ltd.,750.0,ICICI Securities Limited,06 Nov 2018,GUJGASLTD
Buy,Maharashtra Seamless..,570.0,ICICI Securities Limited,06 Nov 2018,
Buy,Petronet LNG Ltd.,275.0,ICICI Securities Limited,06 Nov 2018,PETRONET
Buy,Taj GVK Hotels & Res..,220.0,ICICI Securities Limited,05 Nov 2018,TAJGVK
Buy,GlaxoSmithKline Cons..,8000.0,ICICI Securities Limited,05 Nov 2018,GSKCONS
Buy,VST Industries Ltd.,4000.0,ICICI Securities Limited,05 Nov 2018,
Buy,City Union Bank Ltd.,200.0,ICICI Securities Limited,05 Nov 2018,
Buy,Apcotex Industries L..,650.0,ICICI Securities Limited,05 Nov 2018,
Hold,Gujarat Pipavav Port..,110.0,ICICI Securities Limited,05 Nov 2018,GPPL
Hold,eClerx Services Ltd.,1010.0,ICICI Securities Limited,05 Nov 2018,ECLERX
Buy,KEC International Ltd.,370.0,ICICI Securities Limited,05 Nov 2018,KEC
Buy,Bharat Forge Ltd.,700.0,ICICI Securities Limited,05 Nov 2018,BHARATFORG
Hold,Sun TV Network Ltd.,675.0,ICICI Securities Limited,05 Nov 2018,
Buy,Torrent Pharmaceutic..,1850.0,ICICI Securities Limited,05 Nov 2018,
Buy,Arvind Ltd.,450.0,ICICI Securities Limited,05 Nov 2018,ARVIND
Hold,Jagran Prakashan Ltd.,112.0,ICICI Securities Limited,05 Nov 2018,JAGRAN
Hold,NTPC Ltd.,160.0,ICICI Securities Limited,05 Nov 2018,
Buy,Hindalco Industries ..,275.0,ICICI Securities Limited,05 Nov 2018,HINDALCO
Buy,Axis Bank Ltd.,725.0,ICICI Securities Limited,05 Nov 2018,
Hold,Somany Ceramics Ltd.,375.0,ICICI Securities Limited,05 Nov 2018,SOMANYCERA
Buy,Sonata Software Ltd.,400.0,ICICI Securities Limited,05 Nov 2018,SONATSOFTW
Hold,Tata Communications ..,540.0,ICICI Securities Limited,05 Nov 2018,TATACOMM
Buy,Transport Corporatio..,360.0,ICICI Securities Limited,05 Nov 2018,TCI
Buy,Zydus Lifesciences L..,415.0,ICICI Securities Limited,05 Nov 2018,
Buy,NRB Bearings Ltd.,215.0,ICICI Securities Limited,05 Nov 2018,
Buy,Aditya Birla Fashion..,225.0,ICICI Securities Limited,05 Nov 2018,ABFRL
Buy,Grindwell Norton Ltd.,580.0,ICICI Securities Limited,02 Nov 2018,
Hold,Escorts Kubota Ltd.,735.0,ICICI Securities Limited,02 Nov 2018,ESCORTS
Hold,Bajaj Electricals Ltd.,545.0,ICICI Securities Limited,02 Nov 2018,BAJAJELEC
Buy,Navneet Education Ltd.,160.0,ICICI Securities Limited,02 Nov 2018,
Buy,Marico Ltd.,400.0,ICICI Securities Limited,02 Nov 2018,
Buy,The Ramco Cements Ltd.,760.0,ICICI Securities Limited,02 Nov 2018,RAMCOCEM
Hold,Hindustan Petroleum ..,215.0,ICICI Securities Limited,02 Nov 2018,HINDPETRO
Buy,Firstsource Solution..,75.0,ICICI Securities Limited,02 Nov 2018,FSL
Buy,Trent Ltd.,410.0,ICICI Securities Limited,02 Nov 2018,
Buy,United Spirits Ltd.,700.0,ICICI Securities Limited,02 Nov 2018,UNITDSPR
Buy,Narayana Hrudayalaya..,270.0,ICICI Securities Limited,02 Nov 2018,NH
Buy,Greaves Cotton Ltd.,160.0,ICICI Securities Limited,02 Nov 2018,GREAVESCOT
Hold,EPL Ltd.,95.0,ICICI Securities Limited,02 Nov 2018,EPL
Buy,Housing Development ..,2050.0,ICICI Securities Limited,02 Nov 2018,HDFC
Hold,Blue Dart Express Ltd.,2950.0,ICICI Securities Limited,02 Nov 2018,BLUEDART
Buy,Larsen & Toubro Ltd.,1655.0,ICICI Securities Limited,01 Nov 2018,LT
Buy,Pidilite Industries ..,1096.0,ICICI Securities Limited,01 Nov 2018,
Buy,Dabur India Ltd.,475.0,ICICI Securities Limited,01 Nov 2018,
Hold,JK Tyre & Industries..,100.0,ICICI Securities Limited,01 Nov 2018,JKTYRE
Hold,Tata Motors Ltd.,200.0,ICICI Securities Limited,01 Nov 2018,
Buy,AIA Engineering Ltd.,1910.0,ICICI Securities Limited,01 Nov 2018,
Buy,Bank of Baroda,135.0,ICICI Securities Limited,01 Nov 2018,BANKBARODA
Buy,KSB Ltd.,1000.0,ICICI Securities Limited,01 Nov 2018,
Hold,IRB Infrastructure D..,155.0,ICICI Securities Limited,01 Nov 2018,IRB
Hold,Lupin Ltd.,870.0,ICICI Securities Limited,01 Nov 2018,LUPIN
Hold,TeamLease Services L..,2830.0,ICICI Securities Limited,01 Nov 2018,TEAMLEASE
Hold,Castrol India Ltd.,150.0,ICICI Securities Limited,01 Nov 2018,CASTROLIND
Buy,Ajanta Pharma Ltd.,1225.0,ICICI Securities Limited,01 Nov 2018,
Hold,Vedanta Ltd.,220.0,ICICI Securities Limited,01 Nov 2018,VEDL
Buy,Cochin Shipyard Ltd.,580.0,ICICI Securities Limited,01 Nov 2018,
Buy,Kalpataru Projects I..,465.0,ICICI Securities Limited,01 Nov 2018,KPIL
Buy,Container Corporatio..,780.0,ICICI Securities Limited,01 Nov 2018,
Hold,Symphony Ltd.,830.0,ICICI Securities Limited,31 Oct 2018,
Buy,Sagar Cements Ltd.,750.0,ICICI Securities Limited,31 Oct 2018,SAGCEM
Buy,Action Construction ..,135.0,ICICI Securities Limited,31 Oct 2018,ACE
Buy,Divi's Laboratories ..,1700.0,ICICI Securities Limited,31 Oct 2018,DIVISLAB
Hold,Shoppers Stop Ltd.,535.0,ICICI Securities Limited,31 Oct 2018,
Hold,Solar Industries Ind..,1030.0,ICICI Securities Limited,31 Oct 2018,SOLARINDS
Hold,Info Edge (India) Ltd.,1640.0,ICICI Securities Limited,31 Oct 2018,
Buy,Tech Mahindra Ltd.,820.0,ICICI Securities Limited,31 Oct 2018,TECHM
Buy,Brokerage Research R..,,ICICI Securities Limited,31 Oct 2018,
Buy,ABB India Ltd.,1460.0,ICICI Securities Limited,31 Oct 2018,ABB
Buy,Wonderla Holidays Ltd.,330.0,ICICI Securities Limited,31 Oct 2018,WONDERLA
Buy,Cox & Kings Ltd.,223.0,ICICI Securities Limited,30 Oct 2018,
Hold,Dish TV India Ltd.,42.0,ICICI Securities Limited,30 Oct 2018,DISHTV
Buy,Bharti Airtel Ltd.,380.0,ICICI Securities Limited,30 Oct 2018,BHARTIARTL
Hold,Swaraj Engines Ltd.,1450.0,ICICI Securities Limited,30 Oct 2018,SWARAJENG
Hold,Supreme Industries L..,1075.0,ICICI Securities Limited,30 Oct 2018,SUPREMEIND
Hold,Control Print Ltd.,342.0,ICICI Securities Limited,30 Oct 2018,
Hold,Samvardhana Motherso..,175.0,ICICI Securities Limited,30 Oct 2018,MOTHERSON
Hold,Colgate-Palmolive (I..,1200.0,ICICI Securities Limited,30 Oct 2018,COLPAL
Buy,Hester Biosciences L..,1620.0,ICICI Securities Limited,30 Oct 2018,HESTERBIO
Hold,LIC Housing Finance ..,450.0,ICICI Securities Limited,30 Oct 2018,LICHSGFIN
Hold,Bharat Petroleum Cor..,275.0,ICICI Securities Limited,30 Oct 2018,BPCL
Hold,V-Guard Industries L..,168.0,ICICI Securities Limited,29 Oct 2018,VGUARD
Hold,Kewal Kiran Clothing..,1140.0,ICICI Securities Limited,29 Oct 2018,KKCL
Buy,ITC Ltd.,365.0,ICICI Securities Limited,29 Oct 2018,
Buy,Bharat Electronics L..,105.0,ICICI Securities Limited,29 Oct 2018,
Buy,Dr. Reddy's Laborato..,2700.0,ICICI Securities Limited,29 Oct 2018,
Hold,Mahindra Lifespace D..,450.0,ICICI Securities Limited,29 Oct 2018,
Buy,Nestle India Ltd.,12000.0,ICICI Securities Limited,29 Oct 2018,
Hold,Bajaj Auto Ltd.,2410.0,ICICI Securities Limited,26 Oct 2018,BAJAJ-AUTO
Hold,Indus Towers Ltd.,285.0,ICICI Securities Limited,26 Oct 2018,INDUSTOWER
Buy,Syngene Internationa..,660.0,ICICI Securities Limited,26 Oct 2018,
Hold,PVR INOX Ltd.,1385.0,ICICI Securities Limited,26 Oct 2018,PVRINOX
Buy,Kajaria Ceramics Ltd.,450.0,ICICI Securities Limited,26 Oct 2018,
Hold,YES Bank Ltd.,190.0,ICICI Securities Limited,26 Oct 2018,YESBANK
Hold,Bharat Heavy Electri..,66.0,ICICI Securities Limited,26 Oct 2018,BHEL
Buy,Varun Beverages Ltd.,860.0,ICICI Securities Limited,26 Oct 2018,
Hold,Maruti Suzuki India ..,7250.0,ICICI Securities Limited,26 Oct 2018,MARUTI
Hold,Birlasoft Ltd.,230.0,ICICI Securities Limited,26 Oct 2018,BSOFT
Buy,Biocon Ltd.,740.0,ICICI Securities Limited,26 Oct 2018,
Buy,DB Corp Ltd.,190.0,ICICI Securities Limited,26 Oct 2018,
Buy,JSW Steel Ltd.,400.0,ICICI Securities Limited,26 Oct 2018,JSWSTEEL
Buy,Heidelberg Cement In..,165.0,ICICI Securities Limited,26 Oct 2018,HEIDELBERG
Buy,Ambuja Cements Ltd.,231.0,ICICI Securities Limited,25 Oct 2018,
Buy,Rallis India Ltd.,200.0,ICICI Securities Limited,25 Oct 2018,RALLIS
Buy,Sterlite Technologie..,400.0,ICICI Securities Limited,25 Oct 2018,
Buy,Bajaj Finserv Ltd.,6280.0,ICICI Securities Limited,25 Oct 2018,BAJAJFINSV
Buy,Jyothy Labs Ltd.,215.0,ICICI Securities Limited,25 Oct 2018,JYOTHYLAB
Buy,TTK Prestige Ltd.,6830.0,ICICI Securities Limited,25 Oct 2018,
Buy,Wipro Ltd.,360.0,ICICI Securities Limited,25 Oct 2018,
Buy,SKF India Ltd.,2050.0,ICICI Securities Limited,25 Oct 2018,SKFINDIA
Buy,Kotak Mahindra Bank ..,1490.0,ICICI Securities Limited,25 Oct 2018,
