Advice,Company,Target,Analyst,Date,Ticker,Reco
Buy,Navin Fluorine Inter..,3650.0,Angel Broking,2017-03-27,,592.5700073242188
Buy,Shankara Building Pr..,,Angel Broking,2017-03-18,,
Neutral,CL Educate Ltd.,,Angel Broking,2017-03-17,,
Neutral,Sanofi India Ltd.,,Angel Broking,2017-03-10,,4242.5
Buy,Natco Pharma Ltd.,926.0,Angel Broking,2017-03-09,,780.7000122070312
Sell,Dishman Pharmaceutic..,143.0,Angel Broking,2017-03-06,,
Buy,Repco Home Finance L..,825.0,Angel Broking,2017-03-03,,644.0499877929688
Buy,Akzo Nobel India Ltd.,1720.0,Angel Broking,2017-02-28,,1509.5
Buy,Aurobindo Pharma Ltd.,877.0,Angel Broking,2017-02-23,,666.25
Neutral,Zydus Lifesciences L..,,Angel Broking,2017-02-22,,434.2000122070313
Neutral,Dr. Reddy's Laborato..,,Angel Broking,2017-02-22,,2903.199951171875
Accumulate,Ipca Laboratories Ltd.,613.0,Angel Broking,2017-02-22,,270.45001220703125
Buy,Garware Technical Fi..,710.0,Angel Broking,2017-02-16,,618.1500244140625
Neutral,Bank of Baroda,,Angel Broking,2017-02-15,,163.1999969482422
Buy,Sun Pharmaceutical I..,847.0,Angel Broking,2017-02-15,,623.0499877929688
Neutral,GlaxoSmithKline Phar..,,Angel Broking,2017-02-15,,1344.699951171875
Sell,Cipla Ltd.,465.0,Angel Broking,2017-02-14,CIPLA,576.0499877929688
Accumulate,Hero MotoCorp Ltd.,3466.0,Angel Broking,2017-02-14,,3162.949951171875
Accumulate,Alkem Laboratories L..,1996.0,Angel Broking,2017-02-14,,1874.25
Buy,Lupin Ltd.,1809.0,Angel Broking,2017-02-14,,1431.449951171875
Accumulate,ICICI Bank Ltd.,315.0,Angel Broking,2017-02-13,,256.0454406738281
Buy,Navkar Corporation L..,265.0,Angel Broking,2017-02-13,,173.64999389648438
Accumulate,Radico Khaitan Ltd.,147.0,Angel Broking,2017-02-13,,122.9000015258789
Buy,Ashok Leyland Ltd.,111.0,Angel Broking,2017-02-13,,92.0999984741211
Buy,TV Today Network Ltd.,344.0,Angel Broking,2017-02-10,TVTODAY,279.79998779296875
Buy,KEI Industries Ltd.,207.0,Angel Broking,2017-02-07,KEI,169.5
Buy,Mirza International ..,107.0,Angel Broking,2017-02-01,,91.4499969482422
Buy,Wipro Ltd.,590.0,Angel Broking,2017-02-01,,171.0000457763672
Buy,Tech Mahindra Ltd.,600.0,Angel Broking,2017-02-01,,449.7000122070313
Accumulate,HDFC Bank Ltd.,1375.0,Angel Broking,2017-01-31,HDFCBANK,643.3250122070312
Neutral,Alembic Pharmaceutic..,,Angel Broking,2017-01-31,,560.25
Sell,Indoco Remedies Ltd.,240.0,Angel Broking,2017-01-31,,268.04998779296875
Accumulate,ITC Ltd.,284.0,Angel Broking,2017-01-30,,256.1000061035156
Accumulate,Siyaram Silk Mills L..,1605.0,Angel Broking,2017-01-30,,285.5899963378906
Neutral,UPL Ltd.,730.0,Angel Broking,2017-01-27,,485.6333312988281
Buy,Canara Bank,,Angel Broking,2017-01-27,,55.24679183959961
Accumulate,Maruti Suzuki India ..,6560.0,Angel Broking,2017-01-27,MARUTI,5915.89990234375
Neutral,Rallis India Ltd.,,Angel Broking,2017-01-25,,228.1000061035156
Buy,Amara Raja Energy & ..,1009.0,Angel Broking,2017-01-25,ARE&M,
Buy,HCL Technologies Ltd.,1000.0,Angel Broking,2017-01-25,,420.625
Buy,Asian Granito India ..,351.0,Angel Broking,2017-01-25,,172.85655212402344
Buy,Dewan Housing Financ..,350.0,Angel Broking,2017-01-24,DHFL,
Neutral,Hindustan Unilever L..,863.0,Angel Broking,2017-01-24,,860.3499755859375
Accumulate,Federal Bank Ltd.,85.0,Angel Broking,2017-01-24,,78.55000305175781
Buy,Tata Consultancy Ser..,2620.0,Angel Broking,2017-01-19,,1145.5
Buy,Cholamandalam Invest..,1230.0,Angel Broking,2017-01-19,,198.3000030517578
Buy,Infosys Ltd.,1249.0,Angel Broking,2017-01-17,,477.7000122070313
Buy,LIC Housing Finance ..,630.0,Angel Broking,2017-01-17,,531.9000244140625
Buy,Alkem Laboratories L..,1989.0,Angel Broking,2017-01-03,,1655.1500244140625
Buy,KEI Industries Ltd.,153.0,Angel Broking,2016-12-30,,123.8499984741211
Buy,TV Today Network Ltd.,385.0,Angel Broking,2016-12-05,TVTODAY,293.79998779296875
Neutral,Laurus Labs Ltd.,,Angel Broking,2016-12-03,,
Buy,Navkar Corporation L..,265.0,Angel Broking,2016-12-02,,177.1999969482422
Buy,Federal Bank Ltd.,85.0,Angel Broking,2016-12-01,,69.3499984741211
Buy,Lakshmi Vilas Bank L..,174.0,Angel Broking,2016-11-28,,
Buy,Siyaram Silk Mills L..,1605.0,Angel Broking,2016-11-21,SIYSIL,238.22999572753903
Buy,Sun Pharmaceutical I..,847.0,Angel Broking,2016-11-17,SUNPHARMA,669.25
Accumulate,Ipca Laboratories Ltd.,613.0,Angel Broking,2016-11-16,,264.3500061035156
Accumulate,Garware Technical Fi..,618.0,Angel Broking,2016-11-16,,597.0999755859375
Buy,Mirza International ..,107.0,Angel Broking,2016-11-16,MIRZAINT,77.8499984741211
Buy,Aurobindo Pharma Ltd.,877.0,Angel Broking,2016-11-16,,714.25
Buy,Lupin Ltd.,1809.0,Angel Broking,2016-11-11,,1458.800048828125
Sell,Cipla Ltd.,490.0,Angel Broking,2016-11-11,,547.9500122070312
Accumulate,ICICI Bank Ltd.,315.0,Angel Broking,2016-11-11,,251.2727203369141
Neutral,Sanofi India Ltd.,,Angel Broking,2016-11-10,,4284.64990234375
Sell,Indoco Remedies Ltd.,240.0,Angel Broking,2016-11-10,INDOCO,293.79998779296875
Neutral,GlaxoSmithKline Phar..,,Angel Broking,2016-11-09,,1327.2750244140625
Buy,Amara Raja Energy & ..,1167.0,Angel Broking,2016-11-08,ARE&M,
Neutral,UPL Ltd.,,Angel Broking,2016-11-07,,445.5666809082031
Accumulate,Maruti Suzuki India ..,6006.0,Angel Broking,2016-11-07,,5715.9501953125
Neutral,Zydus Lifesciences L..,,Angel Broking,2016-11-07,,383.75
Neutral,Alembic Pharmaceutic..,,Angel Broking,2016-11-07,,656.9500122070312
Neutral,Dr. Reddy's Laborato..,,Angel Broking,2016-11-07,,3106.64990234375
Buy,LIC Housing Finance ..,630.0,Angel Broking,2016-11-05,LICHSGFIN,532.5999755859375
Accumulate,Radico Khaitan Ltd.,147.0,Angel Broking,2016-11-05,,138.25
Buy,Tech Mahindra Ltd.,600.0,Angel Broking,2016-11-03,TECHM,428.0
Neutral,Rallis India Ltd.,,Angel Broking,2016-11-03,,213.5
Buy,ITC Ltd.,284.0,Angel Broking,2016-11-02,,237.3000030517578
Neutral,Hindustan Unilever L..,,Angel Broking,2016-11-02,,841.0999755859375
Buy,Asian Granito India ..,351.0,Angel Broking,2016-10-28,,171.9715576171875
Buy,Wipro Ltd.,590.0,Angel Broking,2016-10-25,,180.5250396728516
Buy,HCL Technologies Ltd.,1000.0,Angel Broking,2016-10-25,,402.2749938964844
Accumulate,Tata Consultancy Ser..,2620.0,Angel Broking,2016-10-21,,1214.324951171875
Buy,Infosys Ltd.,1249.0,Angel Broking,2016-10-20,INFY,518.3250122070312
Buy,Axis Bank Ltd.,630.0,Angel Broking,2016-10-06,,530.7999877929688
Buy,Asian Granito India ..,351.0,Angel Broking,2016-10-03,,184.23492431640625
Neutral,IL&FS Transportation..,93.0,Angel Broking,2016-09-15,IL&FSTRANS,92.1500015258789
Buy,TV Today Network Ltd.,363.0,Angel Broking,2016-09-14,,298.25
Buy,Navkar Corporation L..,265.0,Angel Broking,2016-09-08,,187.8000030517578
Buy,Mirza International ..,113.0,Angel Broking,2016-09-01,,84.0999984741211
Accumulate,RBL Bank Ltd.,325.0,Angel Broking,2016-08-31,,299.3999938964844
Buy,PNC Infratech Ltd.,143.0,Angel Broking,2016-08-31,,121.5
Accumulate,Aurobindo Pharma Ltd.,877.0,Angel Broking,2016-08-25,AUROPHARMA,789.8499755859375
Buy,Mahindra Lifespace D..,522.0,Angel Broking,2016-08-22,,133.6587677001953
Buy,KNR Constructions Ltd.,802.0,Angel Broking,2016-08-18,,71.4000015258789
Buy,Radico Khaitan Ltd.,125.0,Angel Broking,2016-08-18,,102.6500015258789
Buy,Sun Pharmaceutical I..,944.0,Angel Broking,2016-08-17,,785.0
Sell,Dishman Pharmaceutic..,,Angel Broking,2016-08-17,,
Accumulate,Jagran Prakashan Ltd.,205.0,Angel Broking,2016-08-12,,185.1999969482422
Accumulate,Linc Ltd.,283.0,Angel Broking,2016-08-11,,224.0
Buy,HCL Technologies Ltd.,1000.0,Angel Broking,2016-08-08,,409.5499877929688
Neutral,Greaves Cotton Ltd.,,Angel Broking,2016-08-06,,139.3000030517578
Buy,Voltas Ltd.,407.0,Angel Broking,2016-08-04,,347.8500061035156
Neutral,Alembic Pharmaceutic..,,Angel Broking,2016-08-04,,633.9500122070312
Buy,Equitas Holdings Ltd.,235.0,Angel Broking,2016-08-01,,195.0500030517578
Neutral,Dr. Reddy's Laborato..,,Angel Broking,2016-07-29,,2935.35009765625
Buy,Tata Consultancy Ser..,2867.0,Angel Broking,2016-07-21,TCS,1253.0250244140625
Neutral,Hindustan Unilever L..,,Angel Broking,2016-07-20,,906.9000244140624
Buy,Infosys Ltd.,1370.0,Angel Broking,2016-07-20,,541.5499877929688
Buy,Equitas Holdings Ltd.,235.0,Angel Broking,2016-06-20,,179.9499969482422
Sell,Indoco Remedies Ltd.,225.0,Angel Broking,2016-06-17,,280.1000061035156
Accumulate,Aurobindo Pharma Ltd.,850.0,Angel Broking,2016-06-14,AUROPHARMA,750.2000122070312
Buy,Ipca Laboratories Ltd.,613.0,Angel Broking,2016-06-14,IPCALAB,231.6499938964844
Neutral,GlaxoSmithKline Phar..,,Angel Broking,2016-06-10,,1748.4749755859375
Buy,Sun Pharmaceutical I..,944.0,Angel Broking,2016-06-10,SUNPHARMA,741.4000244140625
Neutral,Cipla Ltd.,,Angel Broking,2016-06-10,,476.4500122070313
Buy,Goodyear India Ltd.,631.0,Angel Broking,2016-06-10,,
Accumulate,PNC Infratech Ltd.,647.0,Angel Broking,2016-06-08,,113.2699966430664
Buy,Blue Star Ltd.,495.0,Angel Broking,2016-06-03,BLUESTARCO,207.6750030517578
Buy,Tech Mahindra Ltd.,700.0,Angel Broking,2016-06-03,TECHM,551.7000122070312
Buy,Bajaj Electricals Ltd.,268.0,Angel Broking,2016-06-01,,209.38314819335935
Buy,Navkar Corporation L..,265.0,Angel Broking,2016-06-01,,195.5500030517578
Buy,Va Tech Wabag Ltd.,681.0,Angel Broking,2016-06-01,,593.9000244140625
Neutral,Finolex Cables Ltd.,,Angel Broking,2016-05-31,,352.5
Neutral,Jyothy Labs Ltd.,,Angel Broking,2016-05-27,,144.9499969482422
Buy,Garware Technical Fi..,460.0,Angel Broking,2016-05-27,,362.3999938964844
Buy,Larsen & Toubro Ltd.,1700.0,Angel Broking,2016-05-27,,983.2666625976562
Accumulate,AGI Greenpac Ltd.,310.0,Angel Broking,2016-05-27,AGI,
Buy,Linc Ltd.,235.0,Angel Broking,2016-05-27,,150.60000610351562
Buy,Voltas Ltd.,407.0,Angel Broking,2016-05-24,VOLTAS,326.25
Buy,Lupin Ltd.,1809.0,Angel Broking,2016-05-23,,1465.050048828125
Buy,Siyaram Silk Mills L..,1354.0,Angel Broking,2016-05-23,,204.02999877929688
Buy,ITC Ltd.,380.0,Angel Broking,2016-05-23,,231.23333740234372
Buy,Visaka Industries Ltd.,162.0,Angel Broking,2016-05-21,VISAKAIND,26.8799991607666
Buy,Zydus Lifesciences L..,400.0,Angel Broking,2016-05-21,,321.54998779296875
Accumulate,NBCC (India) Ltd.,1098.0,Angel Broking,2016-05-19,,65.16999816894531
Buy,Dr. Reddy's Laborato..,3476.0,Angel Broking,2016-05-19,DRREDDY,3025.60009765625
Buy,TVS Srichakra Ltd.,2932.0,Angel Broking,2016-05-18,TVSSRICHAK,2368.449951171875
Buy,HCL Technologies Ltd.,1000.0,Angel Broking,2016-05-17,HCLTECH,366.1499938964844
Neutral,Nilkamal Ltd.,,Angel Broking,2016-05-17,,1287.75
Buy,M M Forgings Ltd.,536.0,Angel Broking,2016-05-13,MMFL,227.0
Neutral,Asian Paints Ltd.,,Angel Broking,2016-05-12,,928.7999877929688
Buy,Radico Khaitan Ltd.,125.0,Angel Broking,2016-05-12,RADICO,89.6500015258789
Neutral,Hindustan Unilever L..,,Angel Broking,2016-05-11,,862.5499877929688
Buy,Inox Wind Ltd.,286.0,Angel Broking,2016-05-11,,58.42499923706055
Buy,Wipro Ltd.,680.0,Angel Broking,2016-05-11,,201.675048828125
Accumulate,ICICI Bank Ltd.,254.0,Angel Broking,2016-05-11,,203.5909118652344
Neutral,Alembic Pharmaceutic..,,Angel Broking,2016-05-09,,589.3499755859375
Buy,Dewan Housing Financ..,270.0,Angel Broking,2016-05-06,,
Buy,Sadbhav Engineering ..,298.0,Angel Broking,2016-05-06,,254.0
Buy,Procter & Gamble Hyg..,7369.0,Angel Broking,2016-05-06,,6243.60009765625
Accumulate,Sanofi India Ltd.,4738.0,Angel Broking,2016-05-06,,4374.7998046875
Accumulate,Axis Bank Ltd.,494.0,Angel Broking,2016-05-04,,462.4500122070313
Buy,UPL Ltd.,684.0,Angel Broking,2016-05-03,UPL,386.2999877929688
Neutral,Rallis India Ltd.,,Angel Broking,2016-04-29,,194.5500030517578
Buy,Tata Consultancy Ser..,3004.0,Angel Broking,2016-04-27,TCS,1255.550048828125
Accumulate,Infosys Ltd.,1378.0,Angel Broking,2016-04-25,,607.9249877929688
Buy,Dewan Housing Financ..,270.0,Angel Broking,2016-04-05,,
Buy,MBL Infrastructure L..,285.0,Angel Broking,2016-04-04,,156.1999969482422
Neutral,Va Tech Wabag Ltd.,492.0,Angel Broking,2016-03-18,,509.0
Accumulate,Bank of Baroda,,Angel Broking,2016-03-03,,145.39999389648438
Buy,Cipla Ltd.,605.0,Angel Broking,2016-02-24,,513.9500122070312
Accumulate,Zydus Lifesciences L..,352.0,Angel Broking,2016-02-24,,322.1000061035156
Buy,Wipro Ltd.,670.0,Angel Broking,2016-02-23,,202.48129272460935
Buy,Tech Mahindra Ltd.,530.0,Angel Broking,2016-02-23,TECHM,428.6000061035156
Neutral,Lupin Ltd.,,Angel Broking,2016-02-18,,1776.75
Neutral,GlaxoSmithKline Phar..,,Angel Broking,2016-02-18,,1602.5999755859375
Accumulate,State Bank of India,177.0,Angel Broking,2016-02-16,,156.39999389648438
Buy,Ashok Leyland Ltd.,111.0,Angel Broking,2016-02-15,,89.6500015258789
Accumulate,Bajaj Auto Ltd.,2585.0,Angel Broking,2016-02-15,,2342.10009765625
Neutral,Punjab National Bank,,Angel Broking,2016-02-12,,73.6500015258789
Buy,Navkar Corporation L..,265.0,Angel Broking,2016-02-11,,173.6999969482422
Buy,Brokerage Research R..,,Angel Broking,2016-02-09,,
Hold,Linc Ltd.,,Angel Broking,2016-02-08,,178.5500030517578
Hold,Elecon Engineering C..,,Angel Broking,2016-02-08,,61.25
Buy,TVS Srichakra Ltd.,3217.0,Angel Broking,2016-02-08,,2532.199951171875
Accumulate,Eicher Motors Ltd.,20044.0,Angel Broking,2016-02-06,,1811.9150390625
Buy,Radico Khaitan Ltd.,156.0,Angel Broking,2016-02-06,RADICO,113.5500030517578
Hold,MT Educare Ltd.,,Angel Broking,2016-02-06,,158.9499969482422
Buy,Blue Star Ltd.,439.0,Angel Broking,2016-02-05,,177.22500610351562
Buy,Amara Raja Energy & ..,1039.0,Angel Broking,2016-02-04,,
Hold,Transport Corporatio..,,Angel Broking,2016-02-03,,117.39984130859376
Buy,UPL Ltd.,480.0,Angel Broking,2016-02-03,,272.7333374023437
Hold,YES Bank Ltd.,,Angel Broking,2016-02-02,,152.86000061035156
Hold,Alembic Pharmaceutic..,,Angel Broking,2016-02-02,,643.2000122070312
Buy,Larsen & Toubro Ltd.,1310.0,Angel Broking,2016-02-02,,747.933349609375
Hold,Kirloskar Oil Engine..,,Angel Broking,2016-02-02,,231.8000030517578
Hold,Indoco Remedies Ltd.,,Angel Broking,2016-02-02,,321.70001220703125
Hold,Gujarat Pipavav Port..,167.0,Angel Broking,2016-02-02,,155.5500030517578
Buy,Jagran Prakashan Ltd.,189.0,Angel Broking,2016-02-01,JAGRAN,160.8000030517578
Hold,Brokerage Research R..,,Angel Broking,2016-01-28,,
Hold,Automobiles & Auto C..,,Angel Broking,2016-01-27,,
Buy,ITC Ltd.,359.0,Angel Broking,2016-01-27,,208.63333129882807
Accumulate,Hindustan Zinc Ltd.,170.0,Angel Broking,2016-01-27,,159.75
Buy,HCL Technologies Ltd.,1038.0,Angel Broking,2016-01-27,,418.0
Hold,Hindustan Media Vent..,,Angel Broking,2016-01-27,,282.54998779296875
Accumulate,HDFC Bank Ltd.,1262.0,Angel Broking,2016-01-27,,517.8250122070312
Accumulate,Reliance Industries ..,1120.0,Angel Broking,2016-01-22,,459.0635986328125
Buy,Axis Bank Ltd.,531.0,Angel Broking,2016-01-22,,424.1499938964844
Hold,Rallis India Ltd.,,Angel Broking,2016-01-21,,143.64999389648438
Hold,Asian Paints Ltd.,,Angel Broking,2016-01-20,,840.3499755859375
Buy,Infosys Ltd.,1347.0,Angel Broking,2016-01-20,,560.625
Buy,LIC Housing Finance ..,592.0,Angel Broking,2016-01-19,,469.7999877929688
Hold,Greaves Cotton Ltd.,,Angel Broking,2016-01-19,,126.3499984741211
Hold,Hindustan Unilever L..,,Angel Broking,2016-01-18,,809.9500122070312
Buy,Tata Consultancy Ser..,2854.0,Angel Broking,2016-01-15,,1130.550048828125
Hold,Federal Bank Ltd.,,Angel Broking,2016-01-13,,49.75
Buy,Navkar Corporation L..,265.0,Angel Broking,2016-01-05,,209.6999969482422
Accumulate,Crude Oil,,Angel Broking,2015-12-24,,
Buy,Voltas Ltd.,353.0,Angel Broking,2015-12-21,,305.6499938964844
Buy,Bharat Electronics L..,1414.0,Angel Broking,2015-12-17,,36.50454330444336
Hold,Narayana Hrudayalaya..,,Angel Broking,2015-12-16,,
Buy,Siyaram Silk Mills L..,1354.0,Angel Broking,2015-12-08,SIYSIL,227.8600006103516
Buy,Tech Mahindra Ltd.,646.0,Angel Broking,2015-11-24,,537.5499877929688
Accumulate,Jamna Auto Industrie..,,Angel Broking,2015-11-23,,23.28499984741211
Buy,NTPC Ltd.,157.0,Angel Broking,2015-11-20,,111.79166412353516
Hold,Canara Bank,,Angel Broking,2015-11-20,,52.270469665527344
Hold,Allahabad Bank [Merg..,,Angel Broking,2015-11-20,,
Hold,Hindalco Industries ..,,Angel Broking,2015-11-20,,77.19999694824219
Hold,Dishman Pharmaceutic..,,Angel Broking,2015-11-20,,
Hold,GAIL (India) Ltd.,,Angel Broking,2015-11-19,,59.60627746582031
Accumulate,Navneet Education Ltd.,97.0,Angel Broking,2015-11-18,,86.6500015258789
Hold,Steel Authority of I..,,Angel Broking,2015-11-18,,44.25
Buy,Visaka Industries Ltd.,144.0,Angel Broking,2015-11-18,,23.15999984741211
Accumulate,Aurobindo Pharma Ltd.,872.0,Angel Broking,2015-11-18,,815.75
Accumulate,Samvardhana Motherso..,313.0,Angel Broking,2015-11-18,,
Hold,Kirloskar Oil Engine..,,Angel Broking,2015-11-17,,262.3999938964844
Accumulate,Linc Ltd.,185.0,Angel Broking,2015-11-17,,
Hold,Simplex Infrastructu..,,Angel Broking,2015-11-17,,317.8999938964844
Buy,MBL Infrastructure L..,285.0,Angel Broking,2015-11-17,,208.0
Hold,Finolex Cables Ltd.,,Angel Broking,2015-11-17,,263.20001220703125
Buy,Sun Pharmaceutical I..,950.0,Angel Broking,2015-11-17,,753.3499755859375
Hold,Maruti Suzuki India ..,,Angel Broking,2015-11-17,,4632.25
Buy,KNR Constructions Ltd.,673.0,Angel Broking,2015-11-16,,60.33000183105469
Hold,IL&FS Transportation..,97.0,Angel Broking,2015-11-16,,89.80000305175781
Buy,NBCC (India) Ltd.,1089.0,Angel Broking,2015-11-16,,60.58000183105469
Buy,Dr. Reddy's Laborato..,3933.0,Angel Broking,2015-11-16,,3509.199951171875
Buy,Ipca Laboratories Ltd.,900.0,Angel Broking,2015-11-16,,362.8999938964844
Hold,Power Mech Projects ..,649.0,Angel Broking,2015-11-16,,604.2999877929688
Hold,Tata Motors Ltd.,,Angel Broking,2015-11-16,,400.25
Accumulate,Coal India Ltd.,380.0,Angel Broking,2015-11-16,,330.75
Buy,Eicher Motors Ltd.,19036.0,Angel Broking,2015-11-13,,1562.425048828125
Hold,NCC Ltd.,90.0,Angel Broking,2015-11-13,,78.6500015258789
Hold,Punjab National Bank,,Angel Broking,2015-11-13,,136.85000610351562
Hold,BEML Ltd.,,Angel Broking,2015-11-13,,920.76904296875
Hold,Cipla Ltd.,,Angel Broking,2015-11-10,,641.9000244140625
Hold,Indoco Remedies Ltd.,,Angel Broking,2015-11-10,,295.3500061035156
Hold,Sadbhav Engineering ..,,Angel Broking,2015-11-10,,300.04998779296875
Accumulate,Mahindra & Mahindra ..,1410.0,Angel Broking,2015-11-10,,137.21238708496094
Buy,M M Forgings Ltd.,614.0,Angel Broking,2015-11-10,,261.67498779296875
Buy,Tree House Education..,314.0,Angel Broking,2015-11-10,,249.0500030517578
Buy,Radico Khaitan Ltd.,128.0,Angel Broking,2015-11-10,,108.5
Hold,Brokerage Research R..,,Angel Broking,2015-11-10,,
Hold,Alembic Pharmaceutic..,,Angel Broking,2015-11-10,,665.75
Hold,World Economy and Ma..,,Angel Broking,2015-11-10,,
Accumulate,PNC Infratech Ltd.,558.0,Angel Broking,2015-11-09,,105.41999816894533
Hold,Sadbhav Infrastructu..,,Angel Broking,2015-11-09,,98.9000015258789
Buy,Automobiles & Auto C..,,Angel Broking,2015-11-09,,
Buy,MT Educare Ltd.,169.0,Angel Broking,2015-11-07,,133.0
Buy,Ashok Leyland Ltd.,111.0,Angel Broking,2015-11-07,,87.5999984741211
Buy,Brokerage Research R..,,Angel Broking,2015-11-07,,
Buy,Surya Roshni Ltd.,183.0,Angel Broking,2015-11-07,,63.400001525878906
Accumulate,AGI Greenpac Ltd.,302.0,Angel Broking,2015-11-06,,
Accumulate,Brokerage Research R..,,Angel Broking,2015-11-06,,
Buy,Siyaram Silk Mills L..,1145.0,Angel Broking,2015-11-06,,184.8800048828125
Hold,Tata Steel Ltd.,,Angel Broking,2015-11-06,,20.98402404785156
Buy,Jagran Prakashan Ltd.,169.0,Angel Broking,2015-11-05,,143.1999969482422
Hold,Heidelberg Cement In..,70.0,Angel Broking,2015-11-05,,74.55000305175781
Buy,JK Cement Ltd.,744.0,Angel Broking,2015-11-05,,650.4000244140625
Accumulate,Elecon Engineering C..,85.0,Angel Broking,2015-11-05,,78.19999694824219
Hold,LG Balakrishnan & Br..,,Angel Broking,2015-11-05,,224.4750061035156
Buy,Power Grid Corporati..,165.0,Angel Broking,2015-11-05,,73.65939331054688
Buy,India Macro Indicators,,Angel Broking,2015-11-05,,
Buy,Amara Raja Energy & ..,1039.0,Angel Broking,2015-11-05,,
Accumulate,Indian Oil Corporati..,455.0,Angel Broking,2015-11-05,,68.15833282470703
Hold,Nilkamal Ltd.,,Angel Broking,2015-11-04,,1077.800048828125
Hold,Rallis India Ltd.,,Angel Broking,2015-11-04,,202.9499969482422
Accumulate,UPL Ltd.,510.0,Angel Broking,2015-11-04,,303.0666809082031
Buy,India Cements Ltd.,112.0,Angel Broking,2015-11-03,,82.30000305175781
Buy,Marksans Pharma Ltd.,80.0,Arihant Capital,2022-06-06,MARKSANS,46.0
Hold,Dollar Industries Ltd.,516.0,Arihant Capital,2022-05-30,,470.0
Hold,The Ramco Cements Ltd.,704.0,Arihant Capital,2022-05-30,RAMCOCEM,686.6500244140625
Buy,Pitti Engineering Ltd.,436.0,Arihant Capital,2022-05-30,PITTIENG,268.75
Buy,Raymond Ltd.,1362.0,Arihant Capital,2022-05-20,RAYMOND,879.5999755859375
Accumulate,Manappuram Finance L..,118.0,Arihant Capital,2022-05-20,,93.4499969482422
Buy,Vishnu Chemicals Ltd.,2116.0,Arihant Capital,2022-05-19,VISHNU,312.9599914550781
Buy,Indian Bank,190.0,Arihant Capital,2022-05-17,,154.14999389648438
Accumulate,Bandhan Bank Ltd.,363.0,Arihant Capital,2022-05-16,BANDHANBNK,338.45001220703125
Accumulate,Greaves Cotton Ltd.,160.0,Arihant Capital,2022-05-16,GREAVESCOT,148.35000610351562
Buy,Raymond Ltd.,1365.0,Arihant Capital,2022-05-16,,812.1500244140625
Buy,State Bank of India,660.0,Arihant Capital,2022-05-16,SBIN,455.0
Buy,Hariom Pipe Industri..,403.0,Arihant Capital,2022-05-12,,
Buy,Arihant Superstructu..,261.0,Arihant Capital,2022-05-12,,129.9499969482422
Accumulate,TVS Motor Company Ltd.,718.0,Arihant Capital,2022-05-07,TVSMOTOR,629.0499877929688
Hold,Marico Ltd.,557.0,Arihant Capital,2022-05-07,MARICO,503.6499938964844
Hold,Britannia Industries..,3671.0,Arihant Capital,2022-05-05,,3277.0
Hold,Gokaldas Exports Ltd.,468.0,Arihant Capital,2022-05-05,,466.5499877929688
Buy,GHCL Ltd.,898.0,Arihant Capital,2022-05-05,,639.75
Buy,GHCL Ltd.,898.0,Arihant Capital,2022-05-05,,639.75
Buy,Hero MotoCorp Ltd.,2991.0,Arihant Capital,2022-05-05,,2501.64990234375
Buy,IDFC First Bank Ltd.,59.0,Arihant Capital,2022-05-03,IDFCFIRSTB,38.84999847412109
Buy,IndusInd Bank Ltd.,1236.0,Arihant Capital,2022-05-03,,1018.0999755859376
Buy,IndusInd Bank Ltd.,1236.0,Arihant Capital,2022-05-03,,1018.0999755859376
Accumulate,Maruti Suzuki India ..,8862.0,Arihant Capital,2022-05-03,MARUTI,7634.75
Accumulate,Maruti Suzuki India ..,8862.0,Arihant Capital,2022-05-03,MARUTI,7634.75
Accumulate,Maruti Suzuki India ..,8862.0,Arihant Capital,2022-05-03,MARUTI,7634.75
Accumulate,Ambuja Cements Ltd.,456.0,Arihant Capital,2022-04-30,AMBUJACEM,372.2000122070313
Accumulate,Axis Bank Ltd.,927.0,Arihant Capital,2022-04-30,AXISBANK,728.5999755859375
Hold,Hindustan Unilever L..,2368.0,Arihant Capital,2022-04-30,,2234.85009765625
Neutral,Persistent Systems L..,4173.0,Arihant Capital,2022-04-30,PERSISTENT,2160.324951171875
Neutral,Persistent Systems L..,4173.0,Arihant Capital,2022-04-30,PERSISTENT,2160.324951171875
